locality,zone,infrastructure,area_sqft,distance_highway_km,distance_city_center_km,distance_water_km,distance_metro_km,ownership_changes,years_held,legal_disputes,flood_zone,near_metro,near_tech_park,price_sqft,total_price,asking_price
Nagawara,residential,good,642.4,6.54,9.82,2.4,1.83,1,22,1,0,0,0,6222.63,3997702.51,5021915.28
Yeshwanthpur,commercial,good,2289.9,2.34,8.71,6.87,0.87,1,11,1,0,1,1,6888.8,15774775.3,19967528.3
MG Road,commercial,excellent,3316.0,4.84,1.99,7.94,3.31,3,3,0,0,0,1,26727.14,88627531.71,68391829.1
Basaveshwara Nagar,residential,good,12425.9,5.58,9.88,3.35,1.04,2,4,0,0,1,0,6888.1,85590941.94,110387396.22
KR Puram,residential,good,1131.8,2.63,14.17,5.04,1.36,2,10,0,0,1,0,4800.84,5433534.94,6597964.17
Jayanagar,residential,excellent,2680.9,10.44,7.21,3.56,3.48,1,15,0,0,0,0,11831.44,31718625.36,31099389.51
Basavanagudi,residential,excellent,4864.1,7.76,7.72,5.97,3.89,1,19,0,0,0,0,9610.79,46748101.81,52701396.0
Kalyan Nagar,residential,good,2107.4,7.11,8.9,1.45,4.94,2,12,0,0,0,0,6550.52,13804614.95,10854297.22
Electronic City,industrial,good,11586.9,4.96,21.66,6.08,0.37,2,5,0,0,1,1,5185.67,60085945.09,54204928.09
Yelahanka,residential,good,643.0,3.58,15.2,2.5,3.74,3,19,0,0,0,0,4945.6,3180091.2,3370497.44
Malleshwaram,residential,excellent,4913.5,6.82,4.39,5.09,4.74,2,19,0,0,0,0,10821.74,53172813.38,59506571.97
Sarjapur Road,residential,good,2814.2,10.38,18.93,7.66,2.01,0,2,0,0,0,1,6277.43,17666092.19,17886017.4
KR Puram,residential,good,3493.7,1.77,14.04,0.66,4.39,0,20,0,0,0,0,5452.14,19048000.3,18399644.91
Yelahanka,residential,good,615.6,3.67,19.35,5.22,2.14,4,12,0,0,0,0,4625.72,2847801.18,3206493.85
Basaveshwara Nagar,residential,good,2626.8,5.96,10.07,4.58,1.27,0,10,0,0,1,0,7331.91,19259374.35,24451292.82
Richmond Town,residential,excellent,3519.5,7.03,5.84,3.69,0.35,0,19,0,1,1,0,14968.61,52682443.85,39633628.01
KR Puram,residential,good,9368.2,1.55,16.61,1.76,2.76,1,11,0,0,0,0,4782.73,44805718.42,45767353.74
Frazer Town,residential,excellent,2608.6,5.4,3.42,3.34,2.4,6,10,0,0,0,0,9008.92,23501084.35,19868726.03
Bellandur,residential,good,5956.2,7.61,14.4,4.41,4.18,1,20,0,0,0,0,6674.99,39757810.42,42924216.69
Hoodi,residential,good,10881.2,5.54,15.76,6.99,2.77,2,20,0,0,0,0,4674.92,50868884.66,60786391.28
Sarjapur Road,residential,good,3864.9,10.29,17.33,3.57,3.01,1,7,0,0,0,1,6027.28,23294922.75,29729772.94
KR Puram,residential,good,3820.0,2.31,15.94,5.95,3.63,0,12,0,0,0,0,5251.31,20059995.68,15657299.72
Nagawara,residential,good,4092.5,5.29,8.64,3.27,1.19,4,5,0,0,1,0,6094.32,24940736.67,22687731.75
Hebbal,residential,excellent,3780.9,4.83,9.37,3.23,3.44,1,15,0,0,0,1,10286.64,38892997.07,45721771.89
Jakkur,residential,good,1883.6,1.72,12.15,4.35,1.41,2,5,1,0,1,0,5055.73,9523176.25,9394686.52
Mahadevapura,residential,good,1074.2,5.14,13.2,0.2,0.33,1,24,0,0,1,0,7145.07,7675013.98,8113003.33
ITPL,commercial,excellent,2639.8,2.83,15.2,1.84,4.23,1,11,0,0,0,1,10078.99,26606554.33,33932541.1
Rajajinagar,residential,excellent,4359.0,6.08,6.26,4.06,1.98,5,13,0,0,0,0,7572.43,33008520.83,26488611.05
Hoskote,agricultural,poor,2087.5,3.87,31.66,3.11,3.49,2,7,0,1,0,0,1160.87,2423357.34,1856754.65
Harlur,residential,good,3314.3,10.33,17.36,3.17,3.7,4,9,1,0,0,0,3823.83,12673385.13,9784926.87
Banashankari,residential,excellent,2726.6,11.16,9.66,3.34,1.36,4,24,0,0,1,0,9032.67,24628161.24,31543957.08
Shivajinagar,commercial,excellent,4723.4,5.16,2.0,5.43,3.3,1,8,0,0,0,1,16860.77,79640740.02,83246919.59
Hebbal,residential,excellent,13326.1,2.23,10.5,7.71,1.96,0,8,0,1,0,1,10993.22,146496576.1,174436117.6
Indiranagar,residential,excellent,2337.4,8.8,6.62,1.38,0.33,3,2,0,0,1,0,13346.79,31196147.36,36105628.65
Sarjapur Road,residential,good,3040.8,8.34,17.51,4.55,1.95,1,18,0,0,0,1,5470.93,16636136.02,20767410.64
Yelahanka,residential,good,934.1,5.17,16.8,7.61,4.33,1,19,0,0,0,0,5297.48,4948353.81,5989131.41
Thanisandra,residential,good,6760.2,4.36,10.95,6.56,1.89,0,23,0,0,0,0,6336.11,42833237.72,56566367.03
Chandapura,residential,average,1331.8,5.74,22.83,4.28,1.24,1,9,0,0,1,0,3051.16,4063414.0,4588017.28
HSR Layout,residential,excellent,1985.9,9.4,9.57,1.05,0.84,0,11,0,0,1,1,12955.64,25728641.82,27826908.24
Harlur,residential,good,1978.2,9.07,17.71,3.18,2.81,4,14,0,1,0,0,4759.85,9415720.17,8024821.65
Attibele,industrial,poor,3313.8,5.32,30.37,1.93,4.0,1,3,1,0,0,1,1178.54,3905426.69,4182679.5
Tumkur Road,industrial,average,2698.4,1.72,13.53,4.33,2.63,0,2,0,1,0,1,2601.33,7019451.37,5395071.08
Malleshwaram,residential,excellent,3588.9,6.91,4.28,3.48,2.22,3,5,0,0,0,0,12464.68,44734440.54,57166065.17
Richmond Town,residential,excellent,2663.7,4.04,2.58,1.75,1.99,0,14,0,0,0,0,15961.69,42517720.11,45790971.29
Banashankari,residential,excellent,3764.5,10.2,10.05,3.67,0.44,0,13,0,0,1,0,9002.07,33888305.11,33429206.71
HSR Layout,residential,excellent,4673.7,7.66,11.85,5.47,3.96,4,3,1,0,0,1,8292.88,38758282.66,37000739.22
Doddaballapur,agricultural,poor,1518.0,2.02,38.29,0.26,4.02,3,13,0,0,0,0,836.04,1269088.57,977943.97
Nagawara,residential,good,3905.5,4.73,6.41,7.58,4.09,4,7,0,1,0,0,6308.76,24639009.52,29163199.75
Harlur,residential,good,1302.8,7.59,19.15,4.9,3.34,1,4,0,0,0,0,5235.9,6821080.91,6313799.56
Doddaballapur,agricultural,poor,6902.0,3.23,36.88,2.39,4.85,0,5,0,0,0,0,972.62,6713078.05,7604669.09
Bannerghatta Road,residential,good,15816.5,8.73,12.66,4.03,1.46,4,2,0,0,1,0,5942.86,93995249.21,91580319.54
Mahalakshmi Layout,residential,good,3076.9,6.09,11.76,6.91,2.21,1,10,0,0,0,0,6871.14,21142082.54,23237149.53
Kadugodi,residential,average,636.8,5.12,21.66,5.02,2.63,2,21,0,0,0,0,2971.57,1892215.71,1872404.77
Tumkur Road,industrial,average,1115.9,0.3,17.35,7.67,2.63,1,4,0,0,0,1,2650.43,2957529.23,2890331.6
Indiranagar,residential,excellent,1707.9,7.87,7.97,2.03,3.75,1,23,0,0,0,0,13405.26,22894397.76,21119655.11
Vasanth Nagar,residential,excellent,7238.3,6.35,2.48,5.27,3.87,1,15,1,0,0,0,13143.81,95138969.68,74618871.16
Bannerghatta Road,residential,good,3651.3,8.39,11.98,2.77,0.96,0,9,0,0,1,0,7425.94,27114575.98,26127240.87
Vijayanagar,residential,good,2437.0,5.41,12.19,2.08,1.81,0,3,0,0,0,0,7273.08,17724122.77,20596567.38
Basavanagudi,residential,excellent,1259.4,9.69,8.67,1.11,0.96,2,13,0,0,1,0,11658.36,14683083.98,12084293.63
KR Puram,residential,good,2342.2,2.83,13.85,3.59,1.35,3,10,0,0,1,0,4624.5,10831373.3,11226012.83
HSR Layout,residential,excellent,2551.3,7.83,10.24,3.24,2.23,0,7,0,0,0,1,10256.21,26166414.24,31351466.48
Hebbal,residential,excellent,1283.6,3.24,8.45,4.18,3.34,1,9,0,0,0,1,11211.88,14391859.23,12773951.9
Frazer Town,residential,excellent,13643.4,6.39,3.42,2.43,0.92,5,8,0,0,1,0,10712.78,146158386.27,151877283.64
Bellandur,residential,good,1013.0,5.75,17.25,1.91,4.13,2,8,0,0,0,0,6432.71,6516238.5,7170784.56
Varthur,residential,average,3343.2,8.61,19.03,6.6,2.22,1,12,0,0,0,0,3271.25,10936608.49,14039698.72
Nagawara,residential,good,5586.7,2.43,8.81,7.67,1.1,0,24,0,0,1,0,9232.15,51577285.57,44108163.54
Lavelle Road,residential,excellent,1341.7,5.25,1.5,3.24,3.93,2,5,0,0,0,0,23118.83,31017545.96,30518611.54
Brookefield,residential,excellent,10438.9,5.14,17.63,7.38,3.96,3,18,0,0,0,0,6042.86,63080638.23,70745726.08
Banashankari,residential,excellent,4334.9,8.43,13.04,6.99,4.4,2,3,0,0,0,0,7187.13,31155731.1,24548381.66
Kadugodi,residential,average,17012.3,8.49,20.84,7.61,0.36,2,13,0,0,1,0,3722.36,63326052.02,75785882.91
Hebbal,residential,excellent,7605.7,2.16,12.64,3.44,3.31,0,20,1,0,0,1,8866.68,67437609.16,53512494.63
Mahalakshmi Layout,residential,good,10867.8,6.58,7.21,2.9,0.69,0,9,0,0,1,0,8450.04,91832983.1,121740400.1
Hebbal,residential,excellent,4887.0,2.61,11.77,6.24,2.83,1,7,1,0,0,1,8508.38,41580271.02,45693508.22
Brigade Road,commercial,excellent,3264.5,4.1,0.5,4.69,0.9,0,21,1,0,1,1,25182.39,82207915.79,80922690.03
Bannerghatta Road,residential,good,3081.5,6.56,11.93,7.03,0.91,1,24,0,0,1,0,7023.64,21643265.18,16979200.6
Mahadevapura,residential,good,5196.4,6.42,15.79,0.63,3.79,4,19,0,0,0,0,4264.82,22161765.58,19786681.57
MG Road,commercial,excellent,1169.3,6.03,2.28,0.29,4.18,2,17,0,0,0,1,24228.39,28330642.17,37514544.37
Mahadevapura,residential,good,4674.1,6.68,15.69,6.67,4.83,0,19,1,0,0,0,4959.73,23182439.45,23482138.5
Brigade Road,commercial,excellent,14727.2,2.87,1.71,2.9,1.79,3,13,0,1,0,1,23543.32,346726080.2,269245018.6
Kanakapura Road,residential,good,1279.0,7.1,13.87,6.74,2.27,0,17,0,0,0,0,4922.94,6296393.33,7065415.95
Bannerghatta Road,residential,good,2203.0,9.47,13.72,7.12,0.38,1,10,0,0,1,0,6347.8,13984336.5,18070257.66
Brigade Road,commercial,excellent,641.1,6.6,1.7,3.26,3.95,1,21,0,0,0,1,21796.31,13972930.22,10550918.85
Anekal,agricultural,poor,999.8,4.5,34.98,2.13,0.88,0,17,0,0,1,0,1262.35,1262126.88,1356170.93
Banashankari,residential,excellent,2654.3,8.63,11.08,2.96,2.75,0,17,0,0,0,0,7854.6,20848147.49,20132551.48
KR Puram,residential,good,641.3,5.88,14.86,4.9,3.58,3,8,0,0,0,0,4478.83,2872499.21,3388928.09
Bellary Road,commercial,excellent,10650.0,0.58,9.53,7.86,1.64,3,4,0,0,0,1,9578.67,102013178.34,112379467.55
Devanahalli,agricultural,average,696.1,1.2,34.72,7.42,0.95,0,6,0,0,1,0,1686.13,1173773.69,1501576.21
Mahadevapura,residential,good,13700.0,5.97,15.46,4.33,1.27,0,24,0,0,1,0,5878.34,80533105.93,107842900.17
Electronic City,industrial,good,2780.0,5.61,22.43,2.69,2.34,1,3,1,0,0,1,4140.13,11509552.25,13983047.37
Devanahalli,agricultural,average,11848.1,4.57,35.54,6.79,4.44,0,18,1,1,0,0,1254.08,14858528.19,11352366.91
Thanisandra,residential,good,4929.4,7.11,15.27,4.53,1.36,1,11,0,0,1,0,6524.38,32161433.78,33419053.39
Jakkur,residential,good,5368.3,4.62,14.43,6.11,4.45,0,17,0,0,0,0,6419.66,34462936.34,31895083.53
Malleshwaram,residential,excellent,3615.7,4.8,4.06,5.6,0.95,1,19,0,0,1,0,12963.5,46872047.22,47027603.27
Koramangala,commercial,excellent,2524.8,9.58,9.52,2.58,0.59,3,15,0,0,1,1,21669.3,54709637.57,41624873.61
Brookefield,residential,excellent,16460.6,6.04,19.57,1.58,4.93,2,1,1,0,0,0,6058.23,99721928.52,80674240.83
Richmond Town,residential,excellent,1506.9,6.15,3.94,2.17,1.88,1,8,0,0,0,0,14338.66,21607439.63,21426608.37
Banashankari,residential,excellent,1078.8,10.49,10.39,4.37,4.14,1,15,0,0,0,0,9204.71,9929944.74,11334605.52
Marathahalli,commercial,excellent,4174.0,3.8,14.25,3.45,1.64,4,14,0,0,0,1,9023.71,37664821.28,47738614.64
Vijayanagar,residential,good,741.7,6.95,9.37,4.88,3.78,0,18,0,0,0,0,7820.99,5800591.78,4395752.85
Mahalakshmi Layout,residential,good,1765.8,6.35,10.27,3.37,3.67,0,2,0,0,0,0,7895.26,13941526.96,15336982.2
Koramangala,commercial,excellent,2905.0,11.11,7.36,7.72,0.41,0,21,0,0,1,1,21443.05,62291875.27,47026241.12
Yeshwanthpur,commercial,good,3547.6,1.96,7.42,5.78,2.22,5,14,0,0,0,1,6457.87,22909659.09,17655794.07
HSR Layout,residential,excellent,681.1,7.34,11.77,4.94,1.71,2,13,0,0,0,1,11122.2,7575161.0,8829316.03
Yeshwanthpur,commercial,good,2820.1,4.54,7.05,7.48,0.37,2,4,0,0,1,1,7966.62,22466850.76,29331733.36
Hoskote,agricultural,poor,13692.4,6.11,32.77,4.51,0.95,1,15,0,0,1,0,1220.05,16705450.81,15721387.19
HSR Layout,residential,excellent,748.4,7.27,11.77,1.14,3.98,3,7,0,0,0,1,9797.65,7332455.47,8215735.7
Devanahalli,agricultural,average,1042.1,2.84,35.52,1.53,4.52,1,23,0,0,0,0,1574.26,1640584.29,2173568.45
ITPL,commercial,excellent,2222.5,4.6,20.56,2.25,0.63,3,5,0,0,1,1,10234.14,22745560.5,29985917.97
Sadashivanagar,residential,excellent,2016.8,5.45,4.16,6.89,4.28,1,8,0,0,0,0,15726.58,31716590.74,29913977.84
MG Road,commercial,excellent,4522.9,3.34,0.89,7.33,2.45,1,17,1,0,0,1,26302.38,118964236.84,128687790.82
Basaveshwara Nagar,residential,good,2459.0,5.79,11.13,2.08,4.19,1,8,0,0,0,0,5797.7,14256313.32,13718264.66
Harlur,residential,good,940.0,7.82,18.6,1.34,3.31,2,2,1,0,0,0,5076.58,4772037.44,5288262.52
Mahadevapura,residential,good,5061.4,7.32,14.48,1.33,0.62,1,16,1,0,1,0,5675.62,28726837.38,30978901.36
Varthur,residential,average,3309.7,8.53,20.8,5.74,0.41,1,14,0,0,1,0,3644.28,12061581.91,9624126.95
Basaveshwara Nagar,residential,good,1604.2,6.86,10.05,0.31,2.01,2,24,0,0,0,0,6539.76,10491328.05,11589437.43
Kanakapura Road,residential,good,3041.8,7.85,14.54,7.32,3.08,1,11,1,0,0,0,4079.1,12407784.81,11105250.09
Marathahalli,commercial,excellent,1505.0,2.09,16.42,3.49,3.99,2,2,0,0,0,1,9807.98,14760556.09,12037702.76
Kadugodi,residential,average,1043.7,7.45,21.05,3.61,1.63,1,15,0,1,0,0,2859.96,2984795.15,3081033.07
BTM Layout,residential,excellent,14385.5,7.42,7.62,0.42,2.16,6,12,0,0,0,0,6574.87,94582518.67,86557461.54
Harlur,residential,good,4533.9,8.07,16.51,7.95,1.27,3,15,0,0,1,0,6361.94,28844654.82,27827651.99
Jakkur,residential,good,2753.1,3.31,14.15,6.48,2.43,2,3,0,0,0,0,4927.6,13566049.82,13988703.93
RR Nagar,residential,good,709.1,6.89,14.64,7.81,4.53,0,11,0,0,0,0,6178.65,4381025.69,5716820.26
Peenya,industrial,average,3909.8,2.92,12.11,3.14,4.4,2,6,0,0,0,1,3823.09,14947621.87,13687607.85
Rajajinagar,residential,excellent,2968.3,7.3,7.43,1.06,4.1,1,11,0,0,0,0,10325.06,30647455.03,38459828.47
Varthur,residential,average,3201.2,7.74,21.63,5.18,3.47,2,11,0,0,0,0,3074.84,9843146.19,10840194.77
Basaveshwara Nagar,residential,good,1274.2,7.36,9.68,4.58,0.8,0,21,0,1,1,0,6143.35,7827736.58,7704093.36
Hebbal,residential,excellent,2437.7,3.6,9.46,3.41,2.97,0,24,0,0,0,1,12061.5,29401862.61,32508968.82
Tumkur Road,industrial,average,2166.9,0.3,12.31,5.16,1.41,2,17,0,0,1,1,3098.14,6713519.88,8596921.42
Chandapura,residential,average,4769.9,6.04,25.45,2.21,3.18,3,4,0,0,0,0,2211.7,10549675.43,11808703.35
Nagarbhavi,residential,good,1605.5,7.47,10.77,6.67,2.91,1,19,0,0,0,0,5338.68,8571068.62,10402943.7
Kalyan Nagar,residential,good,1351.2,7.48,7.91,2.55,1.72,0,13,0,0,0,0,6734.07,9099032.63,12121172.56
RR Nagar,residential,good,836.2,8.54,13.58,6.51,1.38,5,5,0,0,1,0,4844.17,4050631.46,3915995.12
Harlur,residential,good,2746.6,10.02,18.2,3.52,2.37,2,10,0,0,0,0,4673.4,12836085.7,9864558.23
Brigade Road,commercial,excellent,2155.3,5.77,3.23,3.01,1.98,5,20,1,0,0,1,15648.82,33728298.38,31721748.47
Anekal,agricultural,poor,1879.5,4.44,34.92,3.78,0.86,0,7,1,0,1,0,1112.07,2090096.23,1588841.59
Sadashivanagar,residential,excellent,2207.9,7.62,4.75,5.69,3.82,0,18,0,0,0,0,17529.57,38703440.72,33987394.38
Mahalakshmi Layout,residential,good,3320.7,6.11,6.75,5.57,1.35,2,19,0,0,1,0,7214.46,23957037.4,22926480.95
Hoodi,residential,good,1388.5,5.22,14.76,1.68,0.97,2,16,0,0,1,0,6490.66,9012125.1,11564952.3
Mahalakshmi Layout,residential,good,2929.3,6.78,8.04,2.64,1.84,2,10,0,0,0,0,6824.25,19990159.16,23043524.67
Malleshwaram,residential,excellent,1307.9,5.68,6.56,6.6,0.85,0,2,0,0,1,0,15484.91,20253239.97,17411928.18
Shivajinagar,commercial,excellent,741.2,4.78,4.02,6.67,1.64,0,3,0,0,0,1,14220.28,10539471.43,13470219.19
Banashankari,residential,excellent,1390.2,10.37,8.95,0.8,4.06,2,1,0,0,0,0,7542.42,10485666.64,10438786.48
Marathahalli,commercial,excellent,1693.1,3.33,14.42,2.05,3.42,5,17,0,0,0,1,7148.42,12103161.26,14416507.51
Bellandur,residential,good,887.9,6.85,13.19,2.32,1.64,2,6,0,0,0,0,6565.9,5829626.03,5085419.07
Begur,residential,average,734.7,8.96,18.35,4.57,0.81,0,13,0,0,1,0,4211.32,3094111.72,4148690.54
Mahalakshmi Layout,residential,good,3020.5,8.53,8.28,0.72,0.78,4,14,0,0,1,0,6630.85,20028598.1,19147590.36
Hebbal,residential,excellent,742.4,3.41,10.33,7.12,4.39,4,22,0,0,0,1,8234.77,6113444.56,4676976.71
Indiranagar,residential,excellent,4566.1,8.33,7.73,1.92,1.41,0,23,0,0,1,0,12667.51,57840988.85,56525527.95
Whitefield,commercial,excellent,17581.9,6.15,18.06,0.6,3.68,2,14,0,0,0,1,7786.5,136901671.14,109827125.17
Hoskote,agricultural,poor,3049.8,4.85,32.21,4.15,3.36,2,17,0,0,0,0,1034.86,3156078.47,3971477.14
Banashankari,residential,excellent,4339.4,11.67,11.15,3.69,3.29,1,2,0,0,0,0,8580.55,37234579.71,39162289.06
Frazer Town,residential,excellent,629.5,8.24,5.99,2.62,4.31,2,11,0,0,0,0,10988.82,6917998.58,9236380.87
Nagarbhavi,residential,good,1865.0,9.08,12.64,3.56,2.91,0,9,0,0,0,0,5720.91,10669485.33,14116837.74
Hoodi,residential,good,7797.7,6.39,12.73,1.83,1.74,0,17,0,0,0,0,6015.54,46907479.15,60233904.28
HBR Layout,residential,good,3442.1,6.11,8.71,1.93,1.75,2,4,0,0,0,0,6622.83,22796271.11,26220557.65
Frazer Town,residential,excellent,1410.2,7.51,7.61,0.9,1.63,4,2,0,0,0,0,11244.11,15855955.88,15794365.3
BTM Layout,residential,excellent,8779.0,8.27,8.35,6.42,0.6,0,13,0,0,1,0,9754.56,85635618.1,80386744.62
Thanisandra,residential,good,1459.1,7.67,12.41,3.76,3.05,4,18,0,0,0,0,5509.98,8039341.5,6617828.68
Electronic City,industrial,good,3936.2,4.85,19.35,7.41,0.52,0,14,0,0,1,1,5734.12,22570693.54,19088389.97
Bellandur,residential,good,1596.3,7.29,16.52,4.92,2.93,5,9,0,0,0,0,4620.35,7375401.17,8370356.12
Frazer Town,residential,excellent,1235.7,6.89,4.67,3.73,0.84,5,21,0,0,1,0,10366.63,12809624.29,12519161.43
Bannerghatta Road,residential,good,969.3,7.56,16.02,1.21,3.71,1,4,1,0,0,0,4735.03,4589609.54,5282868.99
Nagawara,residential,good,695.7,6.22,7.36,0.48,0.84,0,6,0,0,1,0,8303.27,5776758.83,5216083.59
Bommanahalli,residential,good,1240.9,9.36,13.02,7.79,0.4,1,1,1,0,1,0,4551.09,5647569.26,7073938.86
Kogilu,residential,good,12663.6,6.11,14.81,6.2,3.27,5,22,0,0,0,0,4153.74,52601359.95,67662375.5
Electronic City,industrial,good,979.3,6.66,21.56,2.46,3.35,4,23,0,0,0,1,3375.78,3305922.54,3270030.01
Rajajinagar,residential,excellent,6112.7,5.29,8.7,4.03,0.72,1,4,0,0,1,0,10569.51,64608460.2,76355167.79
RR Nagar,residential,good,3531.0,6.34,11.44,6.5,4.8,0,12,0,0,0,0,6431.55,22710117.37,28248527.06
Mahalakshmi Layout,residential,good,1618.5,7.54,6.03,5.39,0.52,0,16,0,0,1,0,9736.38,15757949.76,16076332.42
Mahalakshmi Layout,residential,good,3389.6,7.35,8.38,3.93,2.93,1,17,0,0,0,0,6960.45,23593436.32,30747664.03
Carmelaram,residential,average,13417.3,7.04,19.66,3.0,1.79,5,9,1,0,0,0,2480.79,33285515.29,34127973.38
Mahalakshmi Layout,residential,good,2347.0,7.82,9.09,2.06,1.21,2,10,0,0,1,0,8718.08,20460943.3,19987573.62
Electronic City,industrial,good,15539.2,4.54,21.6,6.72,2.56,4,22,0,0,0,1,3603.39,55993761.44,74689099.37
Yelahanka,residential,good,18829.7,5.97,17.76,1.17,1.88,2,16,0,0,0,0,4782.65,90055971.29,89009533.05
Varthur,residential,average,2301.4,7.67,21.45,4.09,4.69,1,22,0,0,0,0,3549.16,8168136.51,7440945.04
MG Road,commercial,excellent,859.5,3.05,3.67,4.62,3.51,2,12,0,0,0,1,22912.33,19692974.73,25803661.63
Doddaballapur,agricultural,poor,1913.5,0.68,34.06,1.14,0.78,1,4,0,0,1,0,1100.05,2104947.36,2408366.08
Bannerghatta Road,residential,good,1533.4,6.48,15.45,1.77,3.88,5,2,0,0,0,0,4098.05,6284012.12,6124758.68
Malleshwaram,residential,excellent,15852.2,5.33,3.9,5.24,0.93,1,8,0,0,1,0,12625.74,200146104.73,153568849.0
Jayanagar,residential,excellent,15087.0,11.26,9.17,4.61,4.53,2,8,0,0,0,0,10084.99,152152466.13,142109384.23
Harlur,residential,good,8834.1,5.71,15.61,1.13,1.56,1,3,0,0,0,0,6059.86,53533214.77,42291481.68
Rajajinagar,residential,excellent,932.4,7.02,11.22,4.93,3.31,1,7,0,0,0,0,9157.15,8538199.03,6959360.99
Frazer Town,residential,excellent,17748.3,7.29,3.5,4.97,0.43,1,4,0,0,1,0,12009.82,213154387.06,208150908.05
Mahalakshmi Layout,residential,good,1178.2,5.12,6.69,2.66,4.47,1,11,0,0,0,0,8072.96,9511580.48,10272872.79
Richmond Town,residential,excellent,14577.2,7.1,5.25,1.01,2.5,3,24,0,0,0,0,12667.12,184651832.7,174226083.64
ITPL,commercial,excellent,3118.0,4.35,18.42,5.99,0.51,1,17,0,0,1,1,12012.76,37455719.76,43776010.31
Peenya,industrial,average,1444.4,2.21,12.24,0.72,3.69,2,23,0,0,0,1,3611.9,5216890.3,5301355.3
RR Nagar,residential,good,8572.4,7.69,13.29,7.1,3.67,0,13,1,0,0,0,4554.89,39046568.75,52693925.16
Brigade Road,commercial,excellent,1347.5,8.31,2.31,2.23,1.9,4,24,1,0,0,1,18054.34,24328066.03,25863002.02
Thanisandra,residential,good,3571.1,5.98,11.08,3.34,4.33,3,3,0,0,0,0,5225.7,18661496.61,21970382.55
BTM Layout,residential,excellent,1374.8,12.47,10.89,3.21,1.43,2,4,0,0,1,0,9928.93,13650360.5,11145959.36
Anekal,agricultural,poor,2521.1,5.56,35.92,5.8,0.34,1,14,1,0,1,0,945.74,2384275.0,2090146.23
Lavelle Road,residential,excellent,669.4,4.19,2.41,4.11,0.49,2,19,0,0,1,0,20863.55,13966609.71,17851692.15
Hebbal,residential,excellent,1364.2,2.47,10.28,0.67,4.75,1,5,0,0,0,1,11985.92,16351524.13,17453398.91
Banashankari,residential,excellent,7295.3,9.84,9.18,0.63,0.51,0,2,0,0,1,0,9309.66,67916681.86,74835547.59
Begur,residential,average,2003.7,9.7,20.19,5.06,3.87,1,6,0,0,0,0,3601.15,7215601.61,9630976.97
ITPL,commercial,excellent,676.8,5.04,19.46,1.99,3.16,1,20,0,0,0,1,9289.36,6286978.33,4727110.11
Peenya,industrial,average,1844.6,0.3,10.93,2.17,0.88,5,23,0,0,1,1,2998.41,5530815.62,5751850.0
KR Puram,residential,good,6943.5,4.93,12.97,5.82,1.5,4,9,0,0,0,0,4217.32,29283068.1,24688241.5
MG Road,commercial,excellent,1201.6,4.8,0.86,6.54,1.3,0,23,0,0,1,1,29887.4,35911363.26,37137960.92
Malleshwaram,residential,excellent,6038.7,7.64,5.53,6.22,2.49,4,7,0,0,0,0,10675.41,64465132.78,52399222.48
Bannerghatta Road,residential,good,2312.4,8.29,13.53,5.83,2.09,2,9,0,0,0,0,5622.55,13001729.74,12763197.02
Jakkur,residential,good,1210.5,3.68,16.58,2.03,1.58,2,16,0,0,0,0,5677.79,6873076.72,5513789.1
Jakkur,residential,good,17484.9,5.45,14.6,3.15,4.75,3,12,0,0,0,0,5395.77,94344374.91,83578521.21
Vijayanagar,residential,good,3676.1,8.89,11.02,5.62,4.49,0,2,0,0,0,0,7275.91,26746997.48,24614982.86
HBR Layout,residential,good,1087.1,6.53,11.01,1.39,4.17,0,2,1,0,0,0,5560.32,6044871.12,6111763.6
Yelahanka,residential,good,1814.8,3.11,16.63,5.33,0.72,0,15,1,0,1,0,4735.77,8594554.34,10924546.23
ITPL,commercial,excellent,2479.7,6.85,17.22,0.28,0.81,0,19,0,0,1,1,11593.28,28747443.08,33737000.56
Nagarbhavi,residential,good,603.7,9.73,8.79,6.69,2.78,1,19,1,0,0,0,4765.9,2876987.46,3786704.28
Tumkur Road,industrial,average,3613.8,0.3,14.63,3.33,3.87,0,3,0,0,0,1,2836.38,10249989.8,8845699.26
Banashankari,residential,excellent,1411.5,9.79,12.08,5.81,3.72,3,10,0,0,0,0,7074.26,9985604.46,12921225.34
Chandapura,residential,average,4280.6,6.03,25.54,4.89,0.95,1,10,0,0,1,0,2910.95,12460510.98,16815144.39
Koramangala,commercial,excellent,3250.3,9.98,6.87,1.27,0.51,1,13,1,0,1,1,17131.98,55684520.11,55009309.66
Kogilu,residential,good,11658.3,6.26,14.22,7.64,4.96,1,14,0,0,0,0,5076.3,59180821.63,68381933.96
Doddanekundi,commercial,good,1163.0,5.68,19.04,7.01,1.14,2,16,1,0,1,1,6573.79,7645608.83,9998553.51
Kanakapura Road,residential,good,16638.5,9.51,16.44,5.69,2.92,0,12,0,0,0,0,4151.69,69077985.28,79952468.81
Bellary Road,commercial,excellent,602.1,0.98,11.3,3.97,4.34,0,12,0,0,0,1,9587.65,5772435.09,4738869.9
Anekal,agricultural,poor,4896.2,7.07,32.48,7.04,3.37,1,24,1,1,0,0,905.77,4434827.39,4074313.08
Marathahalli,commercial,excellent,750.9,3.72,15.61,6.88,4.97,2,20,0,0,0,1,8201.32,6158151.94,8111894.71
